lon,lat,yr,mo,day,size,elev,slope,aspect,dia,veg9
616.6701,797.0304,92,6,19,0.1,1484,1,96,2271,7
531.1668,750.7114,92,6,19,0.5,1264,1,25,2271,9
564.0998,709.268,92,6,19,0.1,1445,12,352,2271,7
499.9095,686.4926,92,6,19,0.5,1633,3,235,2271,7
711.3988,912.4329,92,6,20,0.1,1651,0,4,2272,6
693.7525,913.546,92,6,21,0.1,915,12,359,2273,6
752.1901,716.1029,92,6,21,806,991,4,274,2273,9
522.1011,758.7485,92,6,22,4,1110,2,49,2274,9
561.2617,727.6465,92,6,22,0.2,1415,2,334,2274,5
481.8158,741.0602,92,6,23,0.2,659,7,249,2275,8
567.588,703.3348,92,6,24,0.1,2134,9,193,2276,6
567.6136,700.7411,92,6,24,0.1,1636,4,300,2276,6
575.1873,699.0714,92,6,24,0.1,1810,12,161,2276,6
638.0965,697.5909,92,6,24,0.2,1785,5,138,2276,6
645.4533,695.7319,92,6,24,0.1,1628,16,257,2276,5
530.34,683.2978,92,6,24,0.1,1826,1,191,2276,5
597.6902,680.8933,92,6,24,0.9,1521,1,236,2276,5
579.4699,656.7709,92,6,24,1.5,1731,1,215,2276,5
542.5969,653.064,92,6,24,0.1,1554,8,153,2276,7
551.6768,649.346,92,6,24,1.5,1585,0,273,2276,7
526.0335,647.5316,92,6,24,0.1,1463,3,70,2276,7
527.9944,638.1809,92,6,24,0.3,1538,2,63,2276,9
695.0278,913.7241,92,6,25,0.1,1207,3,189,2277,6
712.5156,911.4978,92,6,25,0.5,1707,5,68,2277,4
709.7728,910.7631,92,6,25,3,1601,12,235,2277,6
698.0001,899.8095,92,6,25,0.8,1649,9,149,2277,8
780.2025,884.047,92,6,25,0.3,1289,12,95,2277,2
766.7341,875.8763,92,6,25,0.1,1521,2,291,2277,6
768.0396,874.9524,92,6,25,0.1,1525,2,246,2277,4
693.1964,869.932,92,6,25,0.1,1280,1,205,2277,7
686.3502,868.2734,92,6,25,0.1,1280,16,114,2277,6
759.191,865.1231,92,6,25,0.3,1399,4,119,2277,5
768.2021,865.1231,92,6,25,0.1,1341,3,218,2277,5
770.4355,863.4533,92,6,25,0.1,1271,4,308,2277,5
718.7226,853.6574,92,6,25,0.1,1180,3,256,2277,7
709.5947,848.7706,92,6,25,0.2,907,0,231,2277,1
822.3435,848.7929,92,6,25,0.1,1368,2,170,2277,4
709.2948,833.9543,92,6,25,0.1,1446,15,71,2277,5
582.3518,803.8987,92,6,25,0.2,1405,0,147,2277,7
528.7672,789.2382,92,6,25,0.1,1402,3,250,2277,5
526.5636,788.6817,92,6,25,0.3,1402,5,113,2277,7
501.5297,787.7577,92,6,25,0.1,1286,2,237,2277,7
514.5964,787.9358,92,6,25,0.1,1348,0,301,2277,5
537.5324,787.6798,92,6,25,0.1,1399,1,180,2277,5
535.2955,786.0768,92,6,25,0,1372,1,200,2277,5
512.2342,785.5314,92,6,25,0.1,1341,5,280,2277,5
823.9206,787.2011,92,6,25,0.2,1679,8,289,2277,2
535.3123,784.4627,92,6,25,0.1,1341,6,224,2277,5
537.566,784.4627,92,6,25,0.1,1351,1,248,2277,5
528.6442,782.9266,92,6,25,0.5,1341,1,62,2277,5
530.8538,782.9266,92,6,25,0.1,1280,8,83,2277,5
520.5497,782.5592,92,6,25,10,1298,14,162,2277,7
521.2826,782.1919,92,6,25,0.1,1332,10,169,2277,7
495.1906,777.1826,92,6,25,0.3,1029,2,25,2277,7
492.272,773.8431,92,6,25,5,1199,9,138,2277,7
788.3288,764.4145,92,6,25,3,641,9,310,2277,9
736.9304,756.9563,92,6,25,1,923,4,76,2277,1
559.6887,704.4257,92,6,25,0.1,1303,12,215,2277,5
635.6648,700.3738,92,6,25,0.1,1829,12,241,2277,6
626.6169,684.6002,92,6,25,0.3,1507,0,113,2277,7
522.2366,660.4777,92,6,25,0.1,1638,1,237,2277,7
573.911,659.1865,92,6,25,0.1,1925,5,144,2277,6
629.264,656.7709,92,6,25,0.1,1223,0,183,2277,9
713.4391,910.9412,92,6,26,0.1,1691,6,20,2278,8
736.7006,870.0878,92,6,26,0.1,1341,2,283,2278,6
727.8873,855.2827,92,6,26,0.1,1396,3,241,2278,5
736.9829,852.099,92,6,26,0,1432,0,279,2278,4
657.6987,792.1547,92,6,26,0,1425,6,120,2278,6
729.2815,774.5778,92,6,26,0.3,1371,3,247,2278,5
582.682,758.8153,92,6,26,0.1,1882,2,141,2278,8
755.8152,717.9953,92,6,26,956,891,2,250,2278,9
754.1497,717.6391,92,6,26,956,959,10,30,2278,9
702.3323,916.5071,92,6,27,0.8,1427,8,12,2279,6
710.5333,897.5832,92,6,27,10,1280,14,162,2279,6
677.4252,887.9431,92,6,27,0.3,1242,15,71,2279,3
663.3774,868.2734,92,6,27,0.1,1285,9,239,2279,6
691.3295,829.1232,92,6,27,0.1,1583,2,42,2279,6
639.1685,819.5276,92,6,27,0,1043,1,188,2279,5
555.3418,806.7039,92,6,27,0.1,1128,0,146,2279,7
532.6918,800.5592,92,6,27,0.2,1524,2,75,2279,7
550.9222,795.7948,92,6,27,0.1,1219,2,75,2279,7
532.7735,792.767,92,6,27,0.1,1493,1,205,2279,7
530.5817,791.0972,92,6,27,0.1,1450,0,173,2279,7
532.7909,791.0972,92,6,27,0.1,1462,1,249,2279,6
525.8026,790.7188,92,6,27,0.1,1493,4,103,2279,7
526.5731,787.7577,92,6,27,0.1,1390,7,91,2279,7
530.804,787.7577,92,6,27,0.1,1393,0,165,2279,5
506.8801,786.2661,92,6,27,0.1,1280,2,209,2279,7
494.1811,785.7095,92,6,27,0.1,1279,0,167,2279,7
493.6358,784.9748,92,6,27,0.1,1250,0,244,2279,7
562.306,786.088,92,6,27,0.1,1223,5,224,2279,7
526.427,783.6724,92,6,27,0.2,1118,14,287,2279,7
492.3808,782.1919,92,6,27,0.1,1221,3,112,2279,7
525.3355,782.37,92,6,27,0.1,1138,14,303,2279,7
512.2692,782.0026,92,6,27,0.1,1156,1,129,2279,7
498.4626,781.6353,92,6,27,0.1,1170,3,253,2279,7
489.4432,780.8895,92,6,27,0.1,1280,1,151,2279,7
778.8802,782.9266,92,6,27,0.1,1216,5,187,2279,1
535.3952,776.4256,92,6,27,3,1121,4,251,2279,2
578.0861,774.767,92,6,27,0.1,1398,5,355,2279,5
497.6085,771.5722,92,6,27,0.1,810,7,9.01,2279,7
487.5202,770.3143,92,6,27,0.1,975,4,33,2279,7
528.7311,770.0026,92,6,27,0.1,1039,1,219,2279,7
493.0733,767.3422,92,6,27,0.1,1219,1,7.01,2279,8
493.0906,765.4943,92,6,27,0.1,1133,6,118,2279,8
564.7245,766.7856,92,6,27,0.1,1464,2,276,2279,5
502.1051,763.5463,92,6,27,0.2,1158,10,135,2279,7
506.5259,763.5463,92,6,27,0.2,832,9,257,2279,7
491.0827,760.3403,92,6,27,0.5,1007,4,167,2279,1
483.9455,753.9173,92,6,27,2,661,5,254,2279,9
486.2005,753.9173,92,6,27,0.1,889,17,46,2279,7
492.9324,753.9173,92,6,27,0.2,851,5,222,2279,9
600.0162,740.6261,92,6,27,0.3,1529,4,180,2279,5
548.7297,727.8246,92,6,27,0.1,1219,3,213,2279,7
624.8987,723.5611,92,6,27,0.1,1642,7,45,2279,6
625.827,722.6372,92,6,27,0.5,1681,7,61,2279,6
627.6845,721.7022,92,6,27,0.1,1637,3,87,2279,6
459.6295,713.7318,92,6,27,0.1,1631,6,91,2279,7
483.83,707.6094,92,6,27,75,1537,4,133,2279,7
479.4311,704.448,92,6,27,0.2,1707,5,139,2279,5
640.7909,704.0807,92,6,27,0.1,1855,9,62,2279,6
624.235,700.3738,92,6,27,0.1,1830,4,255,2279,6
643.5432,697.3571,92,6,27,0.3,1675,3,219,2279,6
614.235,686.4592,92,6,27,0.1,1773,3,150,2279,6
622.6249,677.9211,92,6,27,0.1,1646,2,136,2279,5
619.8655,677.1753,92,6,27,0.1,1646,3,112,2279,5
627.2562,676.4406,92,6,27,0.1,1551,4,81,2279,7
625.4116,676.0621,92,6,27,0.2,1584,3,113,2279,5
617.4959,674.025,92,6,27,0.1,1777,4,95,2279,6
623.4301,671.7987,92,6,27,0.1,1667,5,58,2279,5
621.7811,670.6855,92,6,27,0.1,1646,4,11,2279,5
617.9084,670.4963,92,6,27,0.1,1685,2,239,2279,5
616.0634,670.1289,92,6,27,0.1,1646,0,42,2279,5
608.8714,669.7616,92,6,27,0.1,1613,2,155,2279,7
619.9801,666.0102,92,6,27,0.1,1768,0,158,2279,7
580.7479,658.6299,92,6,27,0.1,1636,6,58,2279,7
501.8121,653.2421,92,6,27,0.1,1649,2,149,2279,7
495.3571,651.7616,92,6,27,0.1,1686,0,97,2279,8
502.0013,651.7616,92,6,27,0.1,1634,3,165,2279,7
596.2228,638.1809,92,6,27,60,1481,1,41,2279,7
734.6836,903.5275,92,6,28,0.1,1511,11,218,2280,1
826.5933,875.5869,92,6,28,0.1,1091,15,258,2280,1
799.3683,872.3587,92,6,28,5,661,9,137,2280,1
658.8464,863.4533,92,6,28,0.1,1377,10,40,2280,7
720.8753,858.6222,92,6,28,0.1,1311,0,2.01,2280,2
654.3947,853.6129,92,6,28,90,1402,6,222,2280,2
654.3947,853.6129,92,6,28,30,1402,6,222,2280,2
652.2222,842.2586,92,6,28,0,1064,6,81,2280,6
620.9265,825.9617,92,6,28,0,1280,0,232,2280,6
798.0819,822.6556,92,6,28,0.1,1071,12,272,2280,2
596.0855,809.8319,92,6,28,0.1,1341,5,14,2280,7
769.5159,793.6909,92,6,28,0.1,1767,16,157,2280,1
769.541,792.0212,92,6,28,0.1,1507,5,331,2280,1
780.8851,784.0397,92,6,28,0.1,1567,9,130,2280,7
716.4463,783.8616,92,6,28,0.1,1638,2,245,2280,7
801.5139,783.8616,92,6,28,0.2,1372,3,307,2280,1
559.9611,781.2568,92,6,28,0.2,1188,12,166,2280,2
796.5654,782.37,92,6,28,0.1,1299,13,128,2280,2
754.9662,781.0787,92,6,28,0.1,1838,5,137,2280,2
776.2014,777.3607,92,6,28,0.1,1347,13,107,2280,7
499.8033,773.1752,92,6,28,2,1017,2,143,2280,7
504.2233,773.1752,92,6,28,2,929,6,125,2280,7
747.7014,774.5778,92,6,28,0.1,1692,5,168,2280,4
774.3975,774.5778,92,6,28,0.1,995,6,27,2280,5
510.8845,769.9692,92,6,28,4,671,10,284,2280,1
526.5089,766.7856,92,6,28,0.1,731,5,299,2280,7
517.6025,758.7485,92,6,28,2,904,7,278,2280,9
486.1713,757.1344,92,6,28,5,782,2,198,2280,1
582.682,758.8153,92,6,28,0.1,1882,2,141,2280,8
488.459,752.3144,92,6,28,0.1,883,12,47,2280,7
492.9471,752.3144,92,6,28,50,787,3,276,2280,7
562.6284,750.7114,92,6,28,0.1,1293,4,16,2280,7
620.986,743.9656,92,6,28,0.1,1461,4,153,2280,5
627.3631,742.2402,92,6,28,0.1,1341,3,43,2280,7
680.981,734.6929,92,6,28,0.1,1667,1,273,2280,6
702.2736,727.2346,92,6,28,1,1342,7,8.01,2280,9
681.3148,724.6075,92,6,28,0.5,1301,5,183,2280,7
624.94,719.8543,92,6,28,0.1,1855,3,148,2280,6
580.6063,673.4685,92,6,28,0.2,1817,7,108,2280,5
602.7735,670.6855,92,6,28,0.1,1519,2,109,2280,7
612.6183,660.4444,92,6,28,0.1,1463,1,49,2280,8
568.3465,658.6633,92,6,28,0.1,1646,1,103,2280,5
610.8645,658.6633,92,6,28,0.1,1434,1,296,2280,9
573.9335,656.7709,92,6,28,0.1,1754,3,163,2280,5
697.5013,931.3568,92,6,29,0.1,795,6,344,2281,1
824.5212,850.4626,92,6,29,1.5,1040,14,52,2281,5
703.5484,737.4313,92,6,29,0.1,1464,4,1,2281,6
559.7044,702.8116,92,6,29,0.1,1247,13,358,2281,7
611.0647,638.1809,92,6,29,0.2,1136,0,143,2281,9
644.2361,643.7468,92,6,30,0.1,1148,3,174,2282,9
555.8304,808.4516,92,7,1,0.1,1282,9,203,2283,6
771.7726,790.5406,92,7,2,0.3,1611,1,102,2284,8
531.3564,787.7577,92,7,2,0.2,1381,1,202,2284,5
535.3123,784.4627,92,7,2,0.1,1341,6,224,2284,5
696.8569,735.8283,92,7,2,0,1696,7,212,2284,6
490.5907,693.1382,92,7,2,0.1,1402,9,53,2284,7
699.739,906.3104,92,7,3,0.1,1731,13,177,2285,4
510.1278,792.9451,92,7,3,0.1,1466,1,218,2285,5
504.4428,791.4646,92,7,3,0.1,1468,4,246,2285,7
697.7775,789.4275,92,7,3,0.1,1413,6,80,2285,6
524.5726,784.5963,92,7,3,0.3,1346,8,137,2285,5
636.5432,752.3144,92,7,3,0.1,1552,7,92,2285,5
569.4067,742.1177,92,7,3,0.1,1330,5,108,2285,7
595.3698,704.4257,92,7,3,0.1,1999,18,75,2285,7
730.1034,902.5924,92,7,4,0.1,1205,7,226,2286,2
636.796,821.1528,92,7,4,1,1137,2,294,2286,7
559.9497,800.4701,92,7,4,0.1,1106,1,212,2286,7
825.6608,793.6909,92,7,4,0.1,2125,4,77,2286,2
546.5136,787.6798,92,7,4,0.1,1340,2,99,2286,5
499.8338,769.9692,92,7,4,0.1,938,3,71,2286,7
575.2513,709.268,92,7,4,0.1,1512,10,334,2286,7
552.9906,706.0398,92,7,4,0.1,1441,5,284,2286,7
695.3526,916.8856,92,7,5,0.1,908,15,341,2287,6
695.3526,916.8856,92,7,5,0.1,908,15,341,2287,6
723.6334,905.3754,92,7,5,0.1,1681,11,147,2287,2
735.1914,822.6556,92,7,5,0.1,1469,9,48,2287,6
623.6529,735.9953,92,7,5,0.2,1647,6,221,2287,6
658.0355,727.268,92,7,5,0.1,1402,6,204,2287,9
574.8497,696.2885,92,7,5,0.1,1853,6,280,2287,6
745.7525,866.7929,92,7,6,0.1,1098,5,293,2288,1
534.9671,794.2475,92,7,6,0.1,1473,0,99,2288,7
810.2325,768.088,92,7,6,0.1,1457,1,104,2288,5
719.0531,904.4514,92,7,11,0.1,1828,4,141,2293,5
709.0788,919.6685,92,7,13,0.1,1528,5,148,2295,6
648.2543,819.5276,92,7,16,0,1119,8,148,2298,5
715.1187,909.2715,92,7,17,0.1,1778,4,61,2299,7
634.0697,727.268,92,7,17,0.1,1402,5,181,2299,7
538.9617,799.8134,92,7,18,0.1,1465,0,78,2300,7
498.9378,789.6056,92,7,18,0.1,1436,4,185,2300,5
493.2855,783.4831,92,7,18,1.3,1251,3,205,2300,7
638.909,739.1455,92,7,18,0.1,1391,4,304,2300,5
598.4365,733.3904,92,7,18,0.2,1514,4,86,2300,6
506.6273,731.4201,92,7,18,0.5,1426,6,21,2300,7
634.059,728.2031,92,7,18,0.1,1402,1,64,2300,7
634.988,728.2031,92,7,18,0.1,1351,3,41,2300,7
638.7378,726.2105,92,7,18,0.1,1217,0,177,2300,7
623.9704,724.4851,92,7,18,0.1,1596,6,30,2300,6
613.2855,723.5611,92,7,18,0.2,1647,5,34,2300,6
599.129,720.4109,92,7,18,0.1,1519,8,166,2300,6
602.0465,706.0398,92,7,18,0.1,1447,6,320,2300,6
516.3297,703.1567,92,7,18,0.1,1726,5,195,2300,5
516.3297,703.1567,92,7,18,0.1,1726,5,195,2300,5
595.0735,702.0436,92,7,18,0.5,2484,10,82,2300,4
576.6243,684.6002,92,7,18,0.1,1646,4,253,2300,5
566.3106,683.2978,92,7,18,0.1,1522,0,180,2300,7
571.2912,683.2978,92,7,18,0.1,1529,2,8.01,2300,7
571.8446,683.2978,92,7,18,0.1,1526,2,355,2300,7
576.8269,683.1196,92,7,18,0.1,1645,0,277,2300,5
565.7785,681.0714,92,7,18,0.1,1524,6,320,2300,7
551.6028,677.1753,92,7,18,0.1,1646,4,138,2300,5
542.4158,673.4685,92,7,18,0.1,1646,2,303,2300,7
572.0782,658.6299,92,7,18,0.1,1832,7,215,2300,6
557.2912,656.7709,92,7,18,0.1,1556,3,358,2300,7
573.9508,654.9119,92,7,18,0.1,1642,3,52,2300,7
575.0701,653.6206,92,7,18,0.1,1627,4,71,2300,7
559.207,653.064,92,7,18,0.1,1532,2,110,2300,7
535.2726,641.9657,92,7,18,0.1,1463,3,321,2300,9
709.0788,919.6685,92,7,19,0.1,1528,5,148,2301,6
706.0483,913.546,92,7,19,0.1,1621,4,247,2301,6
706.078,911.687,92,7,19,0.1,1491,5,227,2301,2
723.1214,902.9709,92,7,19,0.1,1336,16,18,2301,2
738.8639,890.5368,92,7,19,0,964,8,68,2301,1
789.3345,890.214,92,7,19,0.1,1100,5,205,2301,1
727.4667,885.65,92,7,19,0,610,8,358,2301,2
720.7044,877.5016,92,7,19,0.1,807,13,88,2301,1
766.7063,877.5461,92,7,19,0.1,1328,2,310,2301,2
766.7063,877.5461,92,7,19,0.1,1328,2,310,2301,2
697.8159,875.8763,92,7,19,0.1,1149,8,67,2301,6
759.0578,873.2826,92,7,19,0.1,1497,3,245,2301,6
765.8863,871.8021,92,7,19,0.1,1484,0,121,2301,2
709.2508,871.5572,92,7,19,0,1148,4,47,2301,6
720.7419,871.5572,92,7,19,0,1218,10,74,2301,1
759.1094,870.1324,92,7,19,0.1,1414,1,91,2301,6
690.9268,868.2956,92,7,19,15,897,12,233,2301,5
702.481,863.42,92,7,19,0,1241,1,282,2301,6
723.2461,860.1138,92,7,19,0.1,1040,9,265,2301,5
652.7174,825.9617,92,7,19,0,1353,12,126,2301,5
784.6028,817.8133,92,7,19,0.1,1708,4,336,2301,7
780.2915,811.1343,92,7,19,0.1,1615,12,70,2301,4
782.7021,798.1436,92,7,19,0.1,1404,11,336,2301,8
767.7631,787.5685,92,7,19,0.1,1911,6,88,2301,8
787.8568,761.2197,92,7,19,20,985,10,310,2301,9
795.1128,756.3997,92,7,19,0.1,2060,9,0.00705,2301,7
577.9451,753.2494,92,7,19,0.1,1340,7,296,2301,6
590.61,741.3719,92,7,19,1,1227,2,223,2301,7
615.4998,740.2587,92,7,19,0.2,1585,3,211,2301,6
582.3491,738.3997,92,7,19,0.1,1755,11,59,2301,6
592.8535,738.3997,92,7,19,0.1,1343,5,69,2301,5
699.0701,737.4313,92,7,19,0.2,1579,5,28,2301,6
521.7467,734.6929,92,7,19,1.5,1354,2,81,2301,7
539.5117,727.268,92,7,19,0.2,1743,7,58,2301,5
641.038,721.4016,92,7,19,0.1,1218,1,292,2301,7
459.287,710.9489,92,7,19,0.1,1729,3,356,2301,7
730.0899,714.3218,92,7,19,2,1366,3,71,2301,1
597.5879,706.0398,92,7,19,0.1,1529,9,43,2301,6
486.096,701.2977,92,7,19,0.1,1410,7,172,2301,8
483.911,697.9582,92,7,19,0.2,1402,5,149,2301,7
548.0345,664.1957,92,7,19,1,1767,3,229,2301,5
567.8041,661.0343,92,7,19,0.1,1584,4,276,2301,7
625.5727,660.4444,92,7,19,10,1340,2,162,2301,9
513.1433,643.4128,92,7,19,0.1,1479,0,51,2301,7
716.7805,908.7149,92,7,20,0.1,1769,12,83,2302,8
720.4738,907.2344,92,7,20,0.1,1716,5,338,2302,5
711.4688,880.7632,92,7,20,0.5,1036,16,171,2302,6
702.7468,845.5202,92,7,20,0,1099,6,42,2302,5
695.8979,842.2586,92,7,20,0,1133,3,268,2302,1
702.8421,839.0081,92,7,20,0.1,1341,5,57,2302,6
800.1293,835.8022,92,7,20,0.1,1655,7,88,2302,6
630.0169,819.4831,92,7,20,0.1,1040,1,207,2302,7
636.2194,779.2197,92,7,20,0.1,2100,7,73,2302,4
629.2278,779.0305,92,7,20,0.1,1959,5,14,2302,8
587.4429,777.9173,92,7,20,0.3,1318,5,226,2302,5
791.9761,771.7615,92,7,20,0.2,550,12,295,2302,8
578.3528,766.6075,92,7,20,0.1,1592,5,297,2302,6
589.8316,761.9655,92,7,20,0.1,2065,6,196,2302,6
635.5266,760.6631,92,7,20,0.1,1828,5,215,2302,4
594.2753,759.9284,92,7,20,0.1,1834,5,61,2302,6
490.7469,747.4943,92,7,20,15,1175,11,51,2302,7
504.3824,731.4201,92,7,20,0.1,1603,5,57,2302,5
520.179,724.986,92,7,20,0.2,1388,12,98,2302,7
446.015,721.7689,92,7,20,0.1,1398,8,358,2302,7
459.3004,709.2792,92,7,20,0.2,1750,1,48,2302,5
486.0755,707.6539,92,7,20,0.1,1262,7,190,2302,7
590.0965,701.8543,92,7,20,0.1,2147,14,288,2302,4
571.7181,696.2885,92,7,20,0.1,1669,12,147,2302,6
560.6759,693.8729,92,7,20,0.1,1518,5,79,2302,5
564.3609,693.8729,92,7,20,0.1,1470,2,14,2302,7
548.6544,693.1159,92,7,20,0.1,1461,0,73,2302,7
549.4341,692.5816,92,7,20,0.1,1463,0,188,2302,2
510.3584,690.166,92,7,20,0.1,1429,1,79,2302,7
606.351,681.4499,92,7,20,0.1,1768,3,20,2302,6
630.9149,679.0343,92,7,20,0.1,1341,5,255,2302,9
618.941,677.7319,92,7,20,0.1,1695,1,300,2302,5
624.9427,667.9026,92,7,20,0.3,1716,5,99,2302,7
516.1313,662.3367,92,7,20,0.1,1657,3,115,2302,7
527.8045,656.7709,92,7,20,0.1,1529,2,133,2302,7
522.3947,645.6392,92,7,20,0.1,1464,1,166,2302,7
586.9777,643.7802,92,7,20,0.1,1547,3,76,2302,8
522.4408,640.0733,92,7,20,0.1,1463,2,349,2302,9
526.0958,640.0733,92,7,20,0.1,1524,1,34,2302,9
524.2588,634.5075,92,7,20,0.1,1585,1,106,2302,9
535.3513,632.6151,92,7,20,0.1,1337,4,8.01,2302,8
692.481,900.3661,92,7,21,0.1,1331,4,119,2303,6
691.569,900.188,92,7,21,0.1,1193,2,198,2303,6
704.4684,885.7168,92,7,21,0.1,1212,2,66,2303,6
650.3328,827.6426,92,7,21,0.1,1712,9,150,2303,8
579.4654,799.446,92,7,21,0.1,1219,2,303,2303,7
506.7633,780.1436,92,7,21,0.1,1083,6,295,2303,7
565.2452,769.7577,92,7,21,0.1,1362,3,34,2303,5
571.4263,768.3885,92,7,21,0.1,1328,4,325,2303,5
472.8546,737.8431,92,7,21,0.3,1341,5,189,2303,7
448.1565,734.6372,92,7,21,0.3,1284,2,82,2303,7
698.6002,729.127,92,7,21,1,1095,12,346,2303,7
622.4965,723.7504,92,7,21,0.1,1743,8,9.01,2303,6
647.019,723.5611,92,7,21,10,1221,5,64,2303,7
506.3288,686.4592,92,7,21,0.1,1588,2,50,2303,7
508.6982,645.2718,92,7,21,0.1,1524,1,25,2303,7
695.4902,869.932,92,7,22,0.2,1222,3,91,2304,6
690.9509,866.6704,92,7,22,0.2,1057,13,38,2304,6
691.1422,853.6574,92,7,22,0,989,3,241,2304,1
800.1262,835.9914,92,7,22,0.1,1697,12,110,2304,1
650.6343,811.4683,92,7,22,0.1,1201,4,339,2304,2
639.2928,809.8653,92,7,22,0.1,1097,2,348,2304,2
789.3252,809.6427,92,7,22,0.1,1405,6,268,2304,7
802.8437,804.6334,92,7,22,2,1232,30,97,2304,5
794.1316,796.8412,92,7,22,0.1,1495,15,286,2304,1
789.7883,792.0212,92,7,22,0.1,1532,14,48,2304,8
792.0205,790.5406,92,7,22,0.1,1399,9,96,2304,2
793.2196,784.4182,92,7,22,0.1,549,18,303,2304,8
755.9618,776.4368,92,7,22,0.1,1555,7,176,2304,7
771.6076,776.4368,92,7,22,0.1,1186,6,240,2304,6
758.8182,769.947,92,7,22,0.1,896,1,148,2304,1
658.4131,766.2847,92,7,22,0.1,1670,20,82,2304,7
660.6565,766.2847,92,7,22,0.1,1208,9,60,2304,6
638.3341,756.9563,92,7,22,0.1,1868,7,147,2304,5
624.6677,743.9656,92,7,22,0.1,1426,1,147,2304,7
681.828,743.9322,92,7,22,0.1,1189,1,337,2304,7
452.7208,724.1177,92,7,22,1,1233,1,17,2304,9
625.3897,718.1957,92,7,22,0.1,1738,3,166,2304,6
766.9773,710.537,92,7,22,20,1027,10,249,2304,1
588.6541,707.6539,92,7,22,0.1,1524,6,67,2304,7
739.0023,866.8151,92,7,23,0,1433,0,201,2305,6
595.2014,742.1177,92,7,23,0.1,1549,11,235,2305,5
802.4468,829.1232,92,7,24,0.1,1833,8,1,2306,8
629.2026,750.4665,92,7,24,0.1,1643,2,243,2306,7
475.3185,712.0621,92,7,24,0.2,1645,6,63,2306,6
661.4028,843.8838,92,7,25,2,1161,4,77,2307,6
787.5276,795.3607,92,7,25,0.1,1347,9,288,2307,2
655.4644,788.9377,92,7,25,0.2,1405,4,154,2307,7
708.4659,911.8763,92,7,26,0.1,1707,13,199,2308,4
706.1391,896.6592,92,7,26,0.1,1204,4,160,2308,2
577.0179,803.8987,92,7,26,0.1,1378,3,203,2308,7
693.3892,856.9079,92,7,28,0.2,1125,3,222,2310,5
585.4005,762.8895,92,7,31,0.2,1666,6,293,2313,6
634.5914,762.1548,92,7,31,0.1,1901,5,221,2313,4
587.1326,703.8914,92,7,31,4,1982,6,81,2313,6
589.5243,703.7133,92,7,31,0.2,1732,16,287,2313,6
584.0092,702.0436,92,7,31,0.5,2329,11,114,2313,8
582.1837,700.9304,92,7,31,0.1,2066,2,226,2313,4
584.0355,699.4387,92,7,31,0.2,2192,9,233,2313,4
584.6056,697.769,92,7,31,0.1,2048,10,220,2313,4
632.0026,698.3256,92,7,31,0.2,2030,10,160,2313,6
584.6073,697.5909,92,7,31,0.1,2013,10,220,2313,4
576.6976,696.2885,92,7,31,0.1,1614,5,216,2313,6
630.7301,696.2885,92,7,31,0.3,1743,4,47,2313,6
570.6225,695.1753,92,7,31,1,1631,8,191,2313,5
577.271,694.2514,92,7,31,16,1533,3,20,2313,6
578.5676,692.9489,92,7,31,1,1764,6,170,2313,6
626.1675,691.4684,92,7,31,0.3,1768,2,32,2313,6
619.1704,690.7226,92,7,31,0.1,1768,9,84,2313,5
630.2369,690.7226,92,7,31,0.3,1707,2,196,2313,6
598.9983,679.5909,92,7,31,0.8,1486,6,246,2313,7
601.212,679.5909,92,7,31,0.1,1622,4,205,2313,5
597.7088,679.0343,92,7,31,0.1,1498,1,66,2313,7
586.6584,677.1753,92,7,31,0.3,1643,5,210,2313,5
621.1605,677.1753,92,7,31,0.4,1699,2,143,2313,5
587.9716,675.3274,92,7,31,10,1582,3,261,2313,7
593.5191,674.025,92,7,31,0.1,1694,7,227,2313,7
586.7307,669.7616,92,7,31,0.3,1279,6,260,2313,7
573.8815,662.3367,92,7,31,0.3,1609,7,37,2313,8
581.2664,662.3367,92,7,31,0.2,1402,8,292,2313,7
713.4301,911.4978,92,8,1,0.3,1709,4,39,2314,8
693.6917,932.6703,92,8,2,20,635,12,74,2315,1
695.8375,932.0915,92,8,2,0,820,9,230,2315,1
693.7525,913.546,92,8,2,0.1,915,12,359,2315,6
688.2177,915.2158,92,8,3,0.1,1218,7,299,2316,6
623.1688,827.5758,92,8,3,0.1,1279,1,126,2316,6
544.4451,770.0026,92,8,3,4,1158,6,212,2316,7
510.9775,760.3403,92,8,4,0.1,671,8,16,2317,1
688.5805,879.2158,92,8,5,0,1543,18,157,2318,6
430.0761,720.4109,92,8,6,0.1,1504,5,282,2319,5
784.6028,817.8133,92,8,7,0.1,1708,4,336,2320,7
704.8665,918.5553,92,8,8,0.1,1451,4,207,2321,6
693.2308,911.687,92,8,9,0.1,1191,15,253,2322,6
621.1685,806.6482,92,8,9,2.5,1088,1,18,2322,2
644.2361,643.7468,92,8,10,4,1148,3,174,2323,9
636.2892,693.8729,92,8,12,0.1,1463,3,256,2325,5
564.7099,656.7709,92,8,13,0.1,1586,4,210,2326,7
642.7291,774.5778,92,8,14,0.5,2202,13,102,2327,4
633.5584,770.8709,92,8,14,0.1,2168,13,238,2327,4
743.1593,769.947,92,8,14,0.1,1160,5,131,2327,5
631.7575,768.088,92,8,14,0.2,2076,13,67,2327,6
631.8018,764.3811,92,8,14,0.1,2218,6,194,2327,4
